,pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2
3116,Kepler-798,b,2016,292.478209,42.142291,,2454973.74786,0.00375,-0.00375,1,0.230942,1,0,1,Kepler,,,,,1.19,0.18,-0.09,1.29,0.56,-0.18,6224.0,124.3,-142.87,14.2,13.144,12.87,,,,0.213,0.09300000000000001,-0.03,0.0198,,,,13.71933369,5.734e-05,-5.734e-05,,,
3117,Kepler-799,b,2016,287.174894,44.878571,,2455049.0457099997,0.0014,-0.0014,1,0.48378999999999994,1,0,1,Kepler,,,,,0.95,0.05,-0.06,0.93,0.12,-0.07,5681.0,116.48,-90.98,15.12,13.969000000000001,13.600999999999999,,,,0.614,0.076,-0.051,0.119,,,,133.4605235,0.000253,-0.000253,,,
3118,Kepler-800,b,2016,286.574823,44.795204,,2454975.26113,0.00256,-0.00256,1,0.16058,1,0,1,Kepler,,,,,0.85,0.04,-0.05,0.82,0.06,-0.06,5315.0,60.48,-67.05,15.762,14.446,14.042,,,,0.254,0.03,-0.023,0.0267,,,,14.13176026,4.273e-05,-4.273e-05,,,
3119,Kepler-801,b,2016,286.075243,44.664639,,2454970.6677,0.0016699999999999998,-0.0016699999999999998,1,0.16611199999999998,1,0,1,Kepler,,,,,0.67,0.03,-0.03,0.63,0.03,-0.02,4435.0,45.95,-38.89,15.314,13.489,12.888,,,,0.17800000000000002,0.006999999999999999,-0.009000000000000001,0.0147,,,,11.41928253,2.439e-05,-2.439e-05,,,
3120,Kepler-802,b,2016,286.015855,45.007767,,2455002.91131,0.0022199999999999998,-0.0022199999999999998,1,0.23054000000000002,1,0,1,Kepler,,,,,0.93,0.04,-0.05,0.9,0.12,-0.05,5507.0,61.6,-67.23,14.862,13.595999999999998,13.307,,,,0.316,0.042,-0.036000000000000004,0.0386,,,,40.0587473,0.0001092,-0.0001092,,,
3121,Kepler-803,b,2016,299.22160499999995,44.693874,,2455000.63242,0.00135,-0.00135,1,0.265283,1,0,1,Kepler,,,,,1.05,0.05,-0.05,1.12,0.16,-0.11,5919.0,99.49,-100.93,13.672,12.415,12.074000000000002,,,,0.33799999999999997,0.049,-0.034,0.0434,,,,50.28638192,8.862e-05,-8.862e-05,,,
3122,Kepler-804,b,2016,293.37227,44.785137,,2454971.20222,0.0019,-0.0019,1,0.19925,2,0,1,Kepler,,,,,1.01,0.04,-0.04,1.05,0.13,-0.09,5817.0,93.12,-78.6,13.749,12.630999999999998,12.3,,,,0.17300000000000001,0.021,-0.013999999999999999,0.0139,,,,14.37457351,3.236e-05,-3.236e-05,,,
3123,Kepler-804,c,2016,293.37227,44.785137,,2454965.15945,0.00456,-0.00456,1,0.18571,2,0,1,Kepler,,,,,1.01,0.04,-0.04,1.05,0.13,-0.09,5817.0,93.12,-78.6,13.749,12.630999999999998,12.3,,,,0.102,0.018000000000000002,-0.012,0.00489,,,,9.65185017,5.013e-05,-5.013e-05,,,
3124,Kepler-805,b,2016,293.22994500000004,45.053314,,2454995.883,0.0033,-0.0033,1,0.35086999999999996,1,0,1,Kepler,,,,,1.19,0.07,-0.04,1.65,0.06,-0.05,6112.0,55.03,-66.37,12.547,11.547,11.294,,,,0.258,0.012,-0.022000000000000002,0.0274,,,,30.8638931,0.0001259,-0.0001259,,,
3125,Kepler-806,b,2016,296.007043,44.853443,,2454971.04671,0.00352,-0.00352,1,0.22729000000000002,1,0,1,Kepler,,,,,0.99,0.07,-0.06,1.16,0.34,-0.18,5770.0,59.8,-67.82,11.731,10.485999999999999,10.165,,,,0.102,0.028999999999999998,-0.021,0.00489,,,,8.09219642,3.302e-05,-3.302e-05,,,
3126,Kepler-807,b,2016,289.020172,48.119811999999996,,2455052.704459,0.000543,-0.000543,1,0.242046,1,0,1,Kepler,,,,,1.04,0.07,-0.07,1.06,0.2,-0.11,5965.0,92.34,-92.14,15.128,14.079,13.765,,,,0.93,0.17800000000000002,-0.095,0.242,,,,117.93108781,8.603e-05,-8.603e-05,,,
3127,Kepler-808,b,2016,291.59409,48.445614,,2454966.944034,0.000442,-0.000442,1,0.04615,1,0,1,Kepler,,,,,0.76,0.03,-0.05,0.71,0.02,-0.04,4653.0,51.38,-57.3,14.285,12.555,12.011,,,,0.13,0.005,-0.006999999999999999,0.00859,,,,0.63133235,3.5e-07,-3.5e-07,,,
3128,Kepler-809,b,2016,289.083643,48.018131,,2455020.5506,0.00251,-0.00251,1,0.29662,1,0,1,Kepler,,,,,0.99,0.04,-0.05,0.98,0.18,-0.08,5734.0,78.27,-78.23,14.755,13.557,13.237,,,,0.26899999999999996,0.06,-0.022000000000000002,0.0293,,,,55.63934,0.0001825,-0.0001825,,,
3129,Kepler-810,b,2016,296.61485899999997,48.082645,,2454969.48067,0.005229999999999999,-0.005229999999999999,1,0.11762,1,0,1,Kepler,,,,,1.03,0.06,-0.06,1.04,0.21,-0.09,5803.0,75.93,-112.28,15.802999999999999,14.534,14.238,,,,0.172,0.037000000000000005,-0.017,0.0138,,,,4.59725385,2.999e-05,-2.999e-05,,,
3130,Kepler-811,b,2016,285.42427299999997,47.834614,,2454978.9574599997,0.00251,-0.00251,1,0.22766999999999998,1,0,1,Kepler,,,,,1.01,0.05,-0.04,1.24,0.26,-0.21,5747.0,64.53,-57.04,13.970999999999998,12.852,12.529000000000002,,,,0.24100000000000002,0.061,-0.043,0.0244,,,,23.58447697,7.601e-05,-7.601e-05,,,
3131,Kepler-812,b,2016,288.85528999999997,48.208538,,2454970.4446,0.0021,-0.0021,1,0.20579,1,0,1,Kepler,,,,,1.45,0.21,-0.14,1.71,0.64,-0.26,6761.0,124.82,-102.89,13.832,13.005999999999998,12.755,,,,0.317,0.12,-0.061,0.0388,,,,10.11716531,2.533e-05,-2.533e-05,,,
3132,Kepler-813,b,2016,285.662694,48.435371,,2454972.43468,0.0034200000000000003,-0.0034200000000000003,1,0.15654,1,0,1,Kepler,,,,,0.95,0.05,-0.07,0.93,0.12,-0.08,5743.0,69.68,-59.41,14.569,13.498,13.030999999999999,,,,0.191,0.037000000000000005,-0.017,0.0164,,,,19.12947337,7.455e-05,-7.455e-05,,,
3133,Kepler-814,b,2016,284.910486,48.431644,,2454968.074,0.00355,-0.00355,1,0.14132999999999998,1,0,1,Kepler,,,,,1.15,0.12,-0.07,1.22,0.36,-0.14,6162.0,90.5,-87.42,14.706,13.713,13.415,,,,0.18899999999999997,0.062,-0.027000000000000003,0.0162,,,,6.1469851,2.5e-05,-2.5e-05,,,
3134,Kepler-815,b,2016,285.22111,47.881382,,2454973.13883,0.00527,-0.00527,1,0.35604,1,0,1,Kepler,,,,,1.25,0.05,-0.19,3.42,0.09,-0.26,5028.0,52.57,-43.63,13.242,11.794,11.295,,,,0.36700000000000005,0.017,-0.028999999999999998,0.0498,,,,8.57503552,5.91e-05,-5.91e-05,,,
3135,Kepler-337,c,2014,290.06049,47.163956,,2454965.8115,0.0029100000000000003,-0.0029100000000000003,1,0.2295,2,0,1,Kepler,,,,,,,,1.76,0.48,-0.48,5684.0,175.0,-175.0,12.727,11.537,11.257,0.093,,,0.183,0.051,-0.051,0.0153,,,,9.693201,4.7e-05,-4.7e-05,,,
3136,Kepler-338,b,2014,282.978956,40.784347,,2454971.74833,0.00247,-0.00247,1,0.3037,4,0,1,Kepler,,,,,,,,1.74,0.08,-0.08,5923.0,77.0,-77.0,12.119000000000002,11.097999999999999,10.841,0.117,,,0.218,0.012,-0.012,0.096,0.076,-0.066,,13.726976,5.9e-05,-5.9e-05,0.04,0.27,-0.04
3137,Kepler-338,c,2014,282.978956,40.784347,,2454970.04147,0.0039700000000000004,-0.0039700000000000004,1,0.3675,4,0,1,Kepler,,,,,,,,1.74,0.08,-0.08,5923.0,77.0,-77.0,12.119000000000002,11.097999999999999,10.841,0.172,,,0.209,0.011000000000000001,-0.011000000000000001,0.0191,,,,24.310856,0.000158,-0.000158,0.03,0.24,-0.03
3138,Kepler-338,d,2014,282.978956,40.784347,,2454976.5419799997,0.0048,-0.0048,1,0.4427,4,0,1,Kepler,,,,,,,,1.74,0.08,-0.08,5923.0,77.0,-77.0,12.119000000000002,11.097999999999999,10.841,0.257,,,0.268,0.025,-0.025,0.0292,,,,44.431014,0.000368,-0.000368,0.03,0.22,-0.03
3139,Kepler-338,e,2014,282.978956,40.784347,,,,,1,,4,0,1,Kepler,,,,,,,,1.74,0.08,-0.08,5923.0,77.0,-77.0,12.119000000000002,11.097999999999999,10.841,,,,0.139,0.006,-0.006,0.027,0.023,-0.02,,9.341,,,0.05,0.23,-0.05
3140,Kepler-339,b,2014,293.351712,48.444641,,2454967.67151,0.00227,-0.00227,1,0.1064,3,0,1,Kepler,,,,,,,,0.8,0.36,-0.36,5631.0,200.0,-200.0,14.530999999999999,13.28,12.895,0.055,,,0.127,0.059000000000000004,-0.059000000000000004,0.008190000000000001,,,,4.977656,1.9e-05,-1.9e-05,,,
3141,Kepler-339,c,2014,293.351712,48.444641,,2454965.5611,0.00446,-0.00446,1,0.1313,3,0,1,Kepler,,,,,,,,0.8,0.36,-0.36,5631.0,200.0,-200.0,14.530999999999999,13.28,12.895,0.069,,,0.10300000000000001,0.046,-0.046,0.023,0.025,-0.02,,6.988055,5.3e-05,-5.3e-05,,,
3142,Kepler-339,d,2014,293.351712,48.444641,,2454969.34663,0.0045,-0.0045,1,0.1421,3,0,1,Kepler,,,,,,,,0.8,0.36,-0.36,5631.0,200.0,-200.0,14.530999999999999,13.28,12.895,0.091,,,0.10400000000000001,0.047,-0.047,0.046,0.044,-0.031,,10.558345,8.1e-05,-8.1e-05,,,
3143,Kepler-340,b,2014,295.933477,40.30057,,2454976.58289,0.01595,-0.01595,1,0.2344,2,0,1,Kepler,,,,,,,,1.85,0.42,-0.42,6620.0,376.0,-376.0,12.345,11.725,11.629000000000001,0.134,,,0.226,0.054000000000000006,-0.054000000000000006,0.0218,,,,14.844387,0.000473,-0.000473,,,
3144,Kepler-340,c,2014,295.933477,40.30057,,2454977.46616,0.00945,-0.00945,1,0.2756,2,0,1,Kepler,,,,,,,,1.85,0.42,-0.42,6620.0,376.0,-376.0,12.345,11.725,11.629000000000001,0.178,,,0.301,0.069,-0.069,0.0355,,,,22.824669,0.000481,-0.000481,,,
3145,Kepler-341,b,2014,289.86157599999996,43.472775,,2454965.7352,0.00557,-0.00557,1,0.159,4,0,1,Kepler,,,,,,,,1.02,0.52,-0.52,6012.0,200.0,-200.0,14.600999999999999,13.415999999999999,13.112,0.06,,,0.105,0.055,-0.055,0.005529999999999999,,,,5.195528,5.3e-05,-5.3e-05,,,
3146,Kepler-341,c,2014,289.86157599999996,43.472775,,2454968.31534,0.00366,-0.00366,1,0.1757,4,0,1,Kepler,,,,,,,,1.02,0.52,-0.52,6012.0,200.0,-200.0,14.600999999999999,13.415999999999999,13.112,0.08,,,0.152,0.077,-0.077,0.0111,,,,8.01041,4.9e-05,-4.9e-05,,,
3147,Kepler-341,d,2014,289.86157599999996,43.472775,,2454976.86829,0.0071,-0.0071,1,0.252,4,0,1,Kepler,,,,,,,,1.02,0.52,-0.52,6012.0,200.0,-200.0,14.600999999999999,13.415999999999999,13.112,0.182,,,0.165,0.084,-0.084,0.0128,,,,27.666313,0.000297,-0.000297,,,
3148,Kepler-341,e,2014,289.86157599999996,43.472775,,2454979.27815,0.009170000000000001,-0.009170000000000001,1,0.2987,4,0,1,Kepler,,,,,,,,1.02,0.52,-0.52,6012.0,200.0,-200.0,14.600999999999999,13.415999999999999,13.112,0.242,,,0.17800000000000002,0.092,-0.092,0.0145,,,,42.473269,0.000633,-0.000633,,,
3149,Kepler-342,b,2014,292.678083,46.726715000000006,,2454965.66283,0.00243,-0.00243,1,0.1673,4,0,1,Kepler,,,,,,,,1.47,0.26,-0.26,6175.0,100.0,-100.0,13.147,12.22,11.999,0.128,,,0.201,0.036000000000000004,-0.036000000000000004,0.0179,,,,15.170318,5.9e-05,-5.9e-05,,,
3150,Kepler-342,c,2014,292.678083,46.726715000000006,,2454974.99866,0.0037700000000000003,-0.0037700000000000003,1,0.1015,4,0,1,Kepler,,,,,,,,1.47,0.26,-0.26,6175.0,100.0,-100.0,13.147,12.22,11.999,0.185,,,0.175,0.031,-0.031,0.0142,,,,26.234138,0.000163,-0.000163,,,
3151,Kepler-342,d,2014,292.678083,46.726715000000006,,2454969.46152,0.0059700000000000005,-0.0059700000000000005,1,0.3402,4,0,1,Kepler,,,,,,,,1.47,0.26,-0.26,6175.0,100.0,-100.0,13.147,12.22,11.999,0.242,,,0.222,0.043,-0.043,0.0213,,,,39.459357,0.000375,-0.000375,,,
3152,Kepler-343,b,2014,291.96068399999996,42.433006,,2454972.38991,0.0030800000000000003,-0.0030800000000000003,1,0.1803,2,0,1,Kepler,,,,,,,,1.43,0.26,-0.26,5807.0,100.0,-100.0,14.128,13.039000000000001,12.722000000000001,0.088,,,0.215,0.045,-0.045,0.0201,,,,8.96855,5.8e-05,-5.8e-05,,,
3153,TrES-3,b,2007,268.029265,37.546154,2.739,2454185.9104,,,1,,1,0,0,TrES,81.85,0.16,-0.16,,0.93,0.05,,0.83,0.02,,5650.0,75.0,,12.402000000000001,11.015,10.655,0.02282,0.00022999999999999998,-0.0004,1.3359999999999999,0.031,-0.037000000000000005,1.91,0.075,-0.08,1638.0,1.30618581,,,0.0,,
3154,TrES-4,b,2007,268.304354,37.211849,0.98,,,,1,,1,0,0,TrES,82.81,0.33,-0.33,,1.08,0.38,-0.38,1.66,0.19,-0.19,6200.0,75.0,-75.0,11.592,10.583,10.35,0.050839999999999996,0.0005,-0.0005,1.61,0.18,-0.18,0.78,0.19,-0.19,1778.0,3.55395,7.5e-05,-7.5e-05,0.0,,
3155,TrES-5,b,2011,305.22184100000004,59.448788,,2456458.59219,9e-05,-9e-05,1,,1,0,0,TrES,84.27,0.26,-0.26,,0.9,0.03,-0.03,0.87,0.01,-0.01,5171.0,36.0,-36.0,13.718,12.110999999999999,11.673,0.02459,0.0007,-0.0007,1.194,0.015,-0.015,1.79,0.068,-0.068,1480.0,1.48224686,6.14e-06,-6.14e-06,0.03,,
3161,WASP-1,b,2007,5.166978,31.989990000000002,,2453912.5151,0.00027,-0.00027,1,,1,0,0,SuperWASP,90.0,1.3,-1.3,,1.24,0.05,-0.07,1.47,0.02,-0.03,,,,11.79,10.585999999999999,10.364,0.03889,0.00053,-0.00073,1.483,0.024,-0.034,0.854,0.057,-0.052,1812.0,2.5199454,5e-07,-5e-07,0.0,,
3162,WASP-2,b,2007,307.725542,6.429536,1.617,,,,1,,1,0,0,SuperWASP,84.81,0.35,-0.27,,0.89,0.12,-0.12,0.84,0.06,-0.07,5200.0,200.0,-200.0,11.88,10.166,9.752,0.03138,0.0013,-0.0015400000000000001,1.071,0.08,-0.083,0.915,0.09,-0.093,1304.0,2.152226,,,0.0054,0.009,-0.0044
3163,WASP-3,b,2007,278.631793,35.661533,1.1,,,,1,,1,0,0,SuperWASP,85.1,0.2,-0.2,,1.62,0.53,-0.53,1.44,0.12,-0.12,6140.0,95.0,-95.0,10.5,9.603,9.407,0.0315,0.0003,-0.0003,1.42,0.17,-0.17,2.43,0.53,-0.53,2020.0,2.71866,2e-06,-2e-06,0.0,,
3164,WASP-4,b,2007,353.562841,-42.061428,2.3,,,,1,,1,0,0,SuperWASP,89.47,0.38,-0.38,,0.87,0.53,-0.53,0.9,0.18,-0.18,5500.0,150.0,-150.0,12.5,11.179,10.842,0.022869999999999998,9e-05,-9e-05,1.33,0.27,-0.27,1.18,0.48,-0.48,1673.0,1.33823,2.2e-06,-2.2e-06,0.0,,
3165,WASP-5,b,2008,359.348991,-41.277149,1.18,2454373.99598,0.00025,-0.00018999999999999998,1,0.0987,1,0,0,SuperWASP,86.9,2.8,-0.7,34.38,0.96,0.13,-0.09,1.03,0.06,-0.07,5700.0,100.0,-100.0,12.3,10.949000000000002,10.65,0.0267,0.0012,-0.0008,1.087,0.068,-0.071,1.58,0.13,-0.1,1706.0,1.6284279,2.2e-06,-4.9e-06,0.038,0.026,-0.018
3166,WASP-6,b,2009,348.157246,-22.673937,2.1,,,,1,,1,0,0,SuperWASP,88.47,0.56,-0.56,,0.55,0.17,-0.17,0.73,0.07,-0.07,5450.0,100.0,-100.0,11.9,10.769,10.445,0.04217,0.00079,-0.0012,1.03,0.1,-0.1,0.37,0.08,-0.08,1184.0,3.36101,2.8e-06,-2.8e-06,0.05,0.02,-0.02
3167,WASP-7,b,2008,311.04260899999997,-39.225273,,2455446.6349299997,0.0003,-0.0003,1,,1,0,0,SuperWASP,87.03,0.93,-0.93,,1.28,0.07,-0.07,1.43,0.09,-0.09,6400.0,100.0,-100.0,9.51,8.648,8.414,0.0617,0.0011,-0.0011,1.33,0.09300000000000001,-0.09300000000000001,0.96,0.13,-0.13,1487.0,4.9546416,3.5e-06,-3.5e-06,0.034,0.045,-0.024
3168,WASP-8,b,2010,359.900292,-35.031391,1.3,,,,1,,2,0,0,SuperWASP,88.55,0.16,-0.16,,1.34,0.26,-0.26,1.03,0.04,-0.04,5600.0,80.0,-80.0,9.79,8.501,8.218,0.0801,0.0015,-0.0015,1.13,0.05,-0.05,2.54,0.33,-0.33,950.0,8.15872,1.5e-05,-1.5e-05,0.31,0.0,0.0
3170,WASP-10,b,2008,348.992912,31.462852,2.525,2454664.037295,8.2e-05,-8.2e-05,1,0.0928,1,0,0,SuperWASP,88.49,0.22,-0.17,,0.75,0.04,,0.7,0.01,,4675.0,100.0,,12.7,10.603,10.117,0.03781,0.00067,-0.00047000000000000004,1.08,0.02,-0.02,3.15,0.13,-0.11,1370.0,3.0927616,1.12e-05,-1.12e-05,0.0473,0.0034,-0.0029
3171,Kepler-1592,b,2016,293.850646,38.397749,,2454967.50105,0.0072,-0.0072,1,0.14679,1,0,1,Kepler,,,,,1.18,0.2,-0.12,1.28,0.57,-0.23,6213.0,223.89,-246.35,14.802999999999999,13.697000000000001,13.388,,,,0.13699999999999998,0.062,-0.025,0.0094,,,,3.05710069,2.334e-05,-2.334e-05,,,
3172,Kepler-1593,b,2016,300.48818,44.46067,,2455034.47267,0.00865,-0.00865,1,0.29575,1,0,1,Kepler,,,,,0.81,0.06,-0.05,0.77,0.07,-0.05,4995.0,243.24,-219.42,15.873,14.187999999999999,13.675,0.546,0.0112,-0.0048,0.28300000000000003,0.027000000000000003,-0.025,0.032,,,260.0,174.509835,0.001852,-0.001852,,,
3173,Kepler-1594,b,2016,293.62309,47.961914,,2454965.3591299998,0.00433,-0.00433,1,0.07746,1,0,1,Kepler,,,,,1.06,0.07,-0.07,1.08,0.26,-0.11,5946.0,94.8,-125.41,14.800999999999998,13.649000000000001,13.344000000000001,,,,0.095,0.023,-0.011000000000000001,0.0037700000000000003,,,,2.71603809,1.355e-05,-1.355e-05,,,
3174,Kepler-1595,b,2016,285.722721,43.009479999999996,,2454965.2627,0.0050100000000000006,-0.0050100000000000006,1,0.0967,1,0,1,Kepler,,,,,0.84,0.04,-0.04,0.8,0.05,-0.04,5203.0,61.17,-66.07,15.448,14.04,13.609000000000002,,,,0.11,0.008,-0.009000000000000001,0.00642,,,,4.56380468,3.24e-05,-3.24e-05,,,
3175,Kepler-1596,b,2016,285.557511,49.330073999999996,,2455007.0161,0.0145,-0.0145,1,0.46587,1,0,1,Kepler,,,,,0.95,0.05,-0.07,0.92,0.11,-0.07,5706.0,76.54,-66.32,15.37,14.25,13.860999999999999,,,,0.17,0.022000000000000002,-0.015,0.0134,,,,66.373379,0.001476,-0.001476,,,
3176,Kepler-1597,b,2016,288.163973,42.481083,,2454965.41542,0.00896,-0.00896,1,0.1367,1,0,1,Kepler,,,,,1.25,0.2,-0.11,1.39,0.61,-0.21,6377.0,131.93,-114.19,14.144,13.241,12.965,,,,0.095,0.042,-0.015,0.0037700000000000003,,,,2.94654179,3.471e-05,-3.471e-05,,,
3177,Kepler-1598,b,2016,288.469102,46.78368,,2454967.18495,0.0048200000000000005,-0.0048200000000000005,1,0.11233,1,0,1,Kepler,,,,,1.07,0.07,-0.06,1.09,0.31,-0.1,5940.0,75.0,-88.75,13.874,12.734000000000002,12.444,,,,0.085,0.025,-0.009000000000000001,0.0025399999999999997,,,,4.34195123,2.827e-05,-2.827e-05,,,
3178,Kepler-1599,b,2016,286.220889,41.151251,,2454967.3327,0.0367,-0.0367,1,0.3883,1,0,1,Kepler,,,,,0.99,0.06,-0.05,0.99,0.18,-0.09,5767.0,97.64,-125.25,14.945,13.735,13.386,,,,0.145,0.028999999999999998,-0.021,0.0102,,,,122.363553,0.008968,-0.008968,,,
3179,Kepler-1600,b,2016,291.399384,38.787752000000005,,2455285.8748,0.01,-0.01,1,0.4562,1,0,1,Kepler,,,,,0.86,0.04,-0.04,0.82,0.05,-0.04,5214.0,66.69,-91.43,15.825,14.350999999999999,13.902999999999999,,,,0.27899999999999997,0.025,-0.015,0.0313,,,,386.370548,0.008591,-0.008591,,,
3180,Kepler-1601,b,2016,285.512943,38.079747999999995,,2454964.90843,0.00548,-0.00548,1,0.1138,1,0,1,Kepler,,,,,1.04,0.07,-0.06,1.07,0.31,-0.12,5869.0,90.84,-118.62,13.764000000000001,12.602,12.311,,,,0.073,0.021,-0.01,0.0015,,,,2.20921951,1.51e-05,-1.51e-05,,,
3181,Kepler-1602,b,2016,293.58085800000003,40.427478,,2454964.6405,0.00596,-0.00596,1,0.12679,1,0,1,Kepler,,,,,1.22,0.2,-0.11,1.36,0.58,-0.22,6296.0,217.69,-152.7,13.352,12.386,12.1,,,,0.12,0.052000000000000005,-0.021,0.00742,,,,11.17931605,7.504e-05,-7.504e-05,,,
3182,Kepler-1603,b,2016,295.32984300000004,42.534966,,2454964.82792,0.00757,-0.00757,1,0.16846,1,0,1,Kepler,,,,,1.21,0.15,-0.1,1.31,0.48,-0.18,6241.0,116.66,-168.54,15.332,14.190999999999999,13.927999999999999,,,,0.115,0.042,-0.017,0.006959999999999999,,,,2.27163926,2.336e-05,-2.336e-05,,,
3183,Kepler-1604,b,2016,285.410633,44.412212,,2454964.660402,0.0007379999999999999,-0.0007379999999999999,1,0.041638,1,0,1,Kepler,,,,,0.81,0.03,-0.04,0.76,0.03,-0.03,4976.0,49.62,-51.36,14.915,13.389000000000001,12.924000000000001,,,,0.126,0.017,-0.01,0.00809,,,,0.68368426,6.3e-07,-6.3e-07,,,
3184,Kepler-1605,b,2016,287.13489500000003,47.488621,,2454995.71867,0.00674,-0.00674,1,0.24175,1,0,1,Kepler,,,,,0.86,0.04,-0.04,0.82,0.06,-0.05,5280.0,56.11,-59.11,12.429,11.064,10.655,,,,0.096,0.008,-0.006999999999999999,0.00403,,,,85.7565495,0.0006161,-0.0006161,,,
3185,Kepler-1606,b,2016,286.378264,43.07325,,2455006.7051,0.0166,-0.0166,1,0.35841999999999996,1,0,1,Kepler,,,,,0.9,0.04,-0.04,0.86,0.08,-0.05,5422.0,59.86,-63.5,15.139000000000001,13.875,13.502,0.6421,0.0108,-0.0089,0.185,0.021,-0.013000000000000001,0.0155,,,324.0,196.435224,0.003935,-0.003935,,,
3186,Kepler-1607,b,2016,296.059869,42.656051,,2454965.2362,0.0146,-0.0146,1,0.32371,1,0,1,Kepler,,,,,1.14,0.14,-0.1,1.21,0.43,-0.18,6116.0,118.51,-199.25,13.897,12.592,12.270999999999999,,,,0.08199999999999999,0.028999999999999998,-0.012,0.00227,,,,13.6473676,0.0002102,-0.0002102,,,
3187,Kepler-1608,b,2016,295.563558,39.417606,,2454975.68505,0.00747,-0.00747,1,0.17629,1,0,1,Kepler,,,,,0.75,0.05,-0.07,0.72,0.05,-0.07,4992.0,119.01,-72.99,15.889000000000001,14.419,13.83,,,,0.154,0.013999999999999999,-0.017,0.0115,,,,16.4735686,0.0001698,-0.0001698,,,
3188,Kepler-1609,b,2016,290.146555,39.665821,,2455049.7412,0.0228,-0.0228,1,0.54171,1,0,1,Kepler,,,,,1.18,0.16,-0.09,1.27,0.51,-0.17,6132.0,88.96,-146.65,15.015,13.918,13.687000000000001,,,,0.198,0.08,-0.028999999999999998,0.0175,,,,114.34219,0.004097,-0.004097,,,
3189,Kepler-816,b,2016,293.362842,39.212452,,2455193.082546,0.000262,-0.000262,1,0.155967,1,0,1,Kepler,,,,,0.9,0.04,-0.04,0.85,0.06,-0.04,5286.0,54.61,-88.41,15.95,14.425999999999998,14.045,,,,0.914,0.061,-0.048,0.234,,,,10.50682565,3.82e-06,-3.82e-06,,,
3190,Kepler-817,b,2016,296.081856,39.161617,,2455188.840733,0.000245,-0.000245,1,0.101121,1,0,1,Kepler,,,,,1.03,0.12,-0.08,1.03,0.23,-0.12,5861.0,259.88,-241.24,15.572000000000001,14.386,14.025,,,,0.8059999999999999,0.184,-0.10099999999999999,0.189,,,,3.99010623,1.36e-06,-1.36e-06,,,
3193,KELT-7,b,2015,78.295532,33.318165,0.83,,,,1,,1,0,0,KELT,83.76,0.38,-0.38,,1.76,0.25,-0.25,1.81,0.07,-0.07,6768.0,7.0,-7.0,8.54,7.739,7.58,0.04415,0.00062,-0.0005200000000000001,1.6,0.06,-0.06,1.39,0.22,-0.22,2048.0,2.73477,4e-06,-4e-06,0.0,,
3194,Kepler-453,b,2015,283.24129700000003,46.378471000000005,,,,,1,,1,0,1,Kepler,89.443,0.009000000000000001,-0.009000000000000001,185.1,0.94,0.01,-0.01,0.83,0.01,-0.01,5527.0,100.0,-100.0,13.552,12.349,11.97,0.7903,0.0028,-0.0028,0.5529999999999999,0.003,-0.003,0.050339999999999996,,,,240.503,0.053,-0.053,0.0359,0.0088,-0.0088
3195,WASP-74,b,2015,304.538823,-1.075676,0.96,,,,1,,1,0,0,SuperWASP,79.81,0.24,-0.24,,0.98,0.24,-0.24,1.42,0.1,-0.1,5990.0,110.0,-110.0,9.7,8.548,8.286,0.03705,0.0009599999999999999,-0.001,1.36,0.1,-0.1,0.72,0.12,-0.12,1910.0,2.13775,1e-06,-1e-06,0.0,,
3196,WASP-83,b,2015,190.152085,-19.284243,1.04,2455928.8853,0.0004,-0.0004,1,0.1402,1,0,0,SuperWASP,88.9,0.7,-0.7,,1.11,0.09,-0.09,1.05,0.06,-0.04,5510.0,110.0,-110.0,12.9,10.804,10.470999999999998,0.059,0.001,-0.001,1.04,0.08,-0.05,0.3,0.03,-0.03,1120.0,4.971252,1.5e-05,-1.5e-05,0.0,,
3197,WASP-89,b,2015,313.899962,-18.971106,1.49,2456207.0211400003,0.00011999999999999999,-0.00011999999999999999,1,0.1025,1,0,0,SuperWASP,89.4,0.5,-0.5,28.0,0.92,0.08,-0.08,0.88,0.03,-0.03,5130.0,90.0,-90.0,13.1,11.546,11.094000000000001,0.0427,0.0012,-0.0012,1.04,0.04,-0.04,5.9,0.4,-0.4,1120.0,3.3564227,2.5e-06,-2.5e-06,0.193,0.009,-0.009
3199,Kepler-237,c,2014,283.221387,40.421834000000004,,2455009.94805,0.00237,-0.00237,1,0.1313,2,0,1,Kepler,,,,,,,,0.72,0.38,-0.38,4861.0,200.0,-200.0,15.289000000000001,13.749,13.222999999999999,0.071,,,0.18600000000000003,0.098,-0.098,0.0157,,,,8.103636,3.2e-05,-3.2e-05,,,
